Nome: FLORIANOPOLIS
Codigo Estacao: A806
Latitude: -27.6025
Longitude: -48.61999999
Altitude: 4.87
Situacao: Operante
Data Inicial: 2013-12-01
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-07-31;1;20.6;15.6;11.5;79.9;6.9;1;
2020-08-01;0;23.8;17.7;12.4;73.8;7.9;1.5;
2020-08-02;0;24;17.5;12.3;80.7;7.3;1.3;
2020-08-03;.2;23;18;12.9;80.4;8.9;1.4;
2020-08-04;0;24;17.8;13.1;77.7;9;1.5;
2020-08-05;.2;23.6;19.1;14.6;77.6;9;2.1;
2020-08-06;0;24.7;19.7;15.8;75.3;9.6;2;
2020-08-07;0;24.2;19;14.5;77.3;7.9;1.3;
2020-08-08;.2;23.3;17.6;12.4;81.3;5.9;1;
2020-08-09;0;24.2;18.6;13.5;78;10.1;1.6;
2020-08-10;.2;25.2;19.6;15.3;79.6;9.3;1.6;
2020-08-11;0;20.3;17.9;15.9;77.5;14.8;3.7;
2020-08-12;0;16;15;13.8;79;11.4;2.2;
2020-08-13;19.4;23.6;18.6;14.2;83.4;10.2;1.6;
2020-08-14;10.2;20.2;18.2;16.2;85.6;10.3;1.6;
2020-08-15;53.8;21.2;18.2;16.2;84.6;16.8;1.9;
2020-08-16;.6;18.8;17.2;16.2;75.3;9.8;2.2;
2020-08-17;12.8;21.6;17.5;14.7;81.4;6.6;1.8;
2020-08-18;2.2;20.6;18.4;16.4;85.9;10.5;1.3;
2020-08-19;3;21.7;18.5;17.3;81.8;12.8;2.2;
2020-08-20;3.4;16.4;13.2;12.4;73.5;12.1;3.3;
2020-08-21;1;15.9;11.8;9.3;52.5;11.4;3.1;
2020-08-22;0;18.4;12.3;6.3;65.1;8.6;2;
2020-08-23;0;19.2;13.2;8.2;80.8;7.1;1;
2020-08-24;1.8;22.6;16.7;11.2;78.4;7.1;1.1;
2020-08-25;.2;22.8;16.5;10.6;78.6;10.8;1.4;
2020-08-26;0;22.2;18.5;15.5;67.9;13.4;2.8;
2020-08-27;0;23.4;18.3;12.8;72.7;8.4;2.1;
2020-08-28;0;25.9;20.1;15.5;74.1;7.3;1.8;
2020-08-29;0;23.2;19;16.2;83.3;9.3;2.4;
2020-08-30;0;23.4;19.5;16.2;82.8;14.8;3.3;
2020-08-31;0;18.7;17.1;16.7;82.1;10.8;3.9;
2020-09-01;1.8;18.2;16.6;15.3;88.9;7.9;2;
2020-09-02;5.8;22.1;19;16;85;9.4;1.5;
2020-09-03;.6;25.1;21.3;19;80.5;12;3.2;
2020-09-04;3.6;18.5;16.6;15.4;80.4;12.8;4.3;
2020-09-05;.8;18.9;16.6;14.4;87.5;6.6;1.2;
2020-09-06;1.2;21.9;18.7;15.9;88.4;11.7;1.8;
2020-09-07;4.6;18.8;17.7;17.2;91.1;8.7;2.1;
2020-09-08;43.8;18.9;17.9;17;92.8;6.5;1.6;
2020-09-09;40.4;21;19.7;17.7;92;5.1;.8;
2020-09-10;11.6;25.8;21.3;19.5;82.8;9;2.4;
2020-09-11;0;25.2;20.1;15.9;77.6;9.3;2.1;
2020-09-12;0;27.3;22.1;19.2;74.3;10.8;2.8;
2020-09-13;0;27.1;21.8;18.3;77.2;10.8;1.7;
2020-09-14;0;24.4;20;19.9;78.9;16.8;3.6;
2020-09-15;0;19.6;16.7;14.5;56.5;13.5;1.8;
2020-09-16;0;23.1;19.4;16.2;72.8;7;1.5;
2020-09-17;9;21.6;19.5;18.3;86.5;7;1;
2020-09-18;2.2;26.2;20.3;16.3;82.9;4.8;1.3;
2020-09-19;0;25.6;20.6;16.9;80.9;15.4;2.4;
2020-09-20;0;19.6;16;15.2;61.6;15.5;3.6;
2020-09-21;0;19;15.6;13.7;55.7;8.7;2.4;
2020-09-22;0;18.8;14.7;9.2;61;6.2;1.6;
2020-09-23;0;22.2;18.4;14.8;67.8;8.2;1.8;
2020-09-24;0;26.8;21.5;18.6;69.3;8.5;2;
2020-09-25;0;27.9;21.1;15.6;74.2;7.9;1.6;
2020-09-26;0;25.8;21.3;17.4;73.8;11.1;1.9;
2020-09-27;0;25.3;21.5;18.9;82;10.7;1.1;
2020-09-28;18.6;23.5;20.8;20.6;83;12.3;2.8;
2020-09-29;0;22.8;19.6;15.8;71;8.5;1.5;
2020-09-30;0;26.4;21.9;19.9;75.8;12.2;2.8;
2020-10-01;16.4;31.1;25.1;21.2;75.1;11.8;2.6;
2020-10-02;0;30.6;24.1;21.1;78.1;13.9;2.4;
2020-10-03;1.4;24;19.8;19.8;82.7;13.6;4.6;
2020-10-04;21.8;18.7;16.7;14.9;89.1;8.8;1.6;
2020-10-05;19.8;23.5;20.2;16.5;88.6;11;2.3;
2020-10-06;1.6;21.6;20.2;19.7;81.5;7.5;2.5;
2020-10-07;0;24;20.4;17.7;78.6;13.2;2.8;
2020-10-08;3.6;21.5;19.8;19;85.3;10.1;2.6;
2020-10-09;.2;19.6;18.5;17.9;83.8;9.2;1.8;
2020-10-10;5.4;22.9;18.1;13.9;76.8;11.8;2.5;
2020-10-11;0;23.9;19.2;13.7;61.9;10.7;2.5;
2020-10-12;0;25.1;20.9;17;68.2;10.7;2.6;
2020-10-13;0;22.1;19.3;17;77;9.8;2.1;
2020-10-14;0;23.6;20.1;16;75.7;8.5;2.3;
2020-10-15;0;24.9;20.7;18.8;72.6;11.9;3.2;
2020-10-16;0;24.6;20.9;17.9;68.6;10.5;2.7;
2020-10-17;0;24.6;19.9;14.6;68;7.2;1.8;
2020-10-18;0;25.8;21.6;17;73.3;8.3;1.7;
2020-10-19;2;26.4;22.7;20.1;78.9;10.6;2.3;
2020-10-20;0;27.4;24;21.1;75.8;11.9;2.4;
2020-10-21;0;26.3;23.3;20.8;77.6;9;2.3;
2020-10-22;6.8;25.7;22.2;20.8;83;8.9;2.4;
2020-10-23;19.4;26.5;22.7;19.6;76.5;10.6;2.2;
2020-10-24;1;26.1;22.7;19.9;79.5;7.8;1.8;
2020-10-25;0;26.7;22.8;20.1;80.1;6.6;1.5;
2020-10-26;5;26.7;23.4;21;78.2;9.5;2;
2020-10-27;27;29.5;23.5;19.9;76.2;11.9;3.1;
2020-10-28;0;29.1;23.2;18.6;69.3;10;2.8;
2020-10-29;0;26.2;21.6;17.2;77.4;12.9;2.4;
2020-10-30;11.6;22.2;19.2;15;67.3;12.9;4;
2020-10-31;.2;22.9;18.9;15.8;72.7;11.4;1.8;
2020-11-01;2.2;22.7;19.2;15.5;69.7;10.3;2.6;
2020-11-02;0;23.2;19.3;15.6;68.4;7.5;1.9;
2020-11-03;0;25.7;19.7;16.8;69.8;10.4;1.7;
2020-11-04;7.4;21.5;18.2;14.4;69.5;13.1;3.2;
2020-11-05;0;23.4;18.1;13.7;58.1;11.6;2.5;
2020-11-06;.2;24.9;19.6;12.9;64.8;7.5;1.9;
2020-11-07;0;26.9;21.5;16.3;69.5;6.7;1.6;
2020-11-08;0;27.2;23.1;19.4;67;8.9;1.7;
2020-11-09;4.2;23.1;20.9;19.5;85.2;5.1;1;
2020-11-10;24.4;24.4;21.3;19.4;87.6;7.5;1.5;
2020-11-11;16;24.7;23.1;20.5;86.4;7.1;1.7;
2020-11-12;1.6;27.3;23.8;22.2;82.1;6;1.3;
2020-11-13;6.6;27.2;23;20.4;82.8;7.6;1.9;
2020-11-14;0;29;24.5;19.9;74.5;9.4;1.9;
2020-11-15;0;30.8;25.7;23.4;75.5;10;2.1;
2020-11-16;6.6;28.2;24.1;21.3;80.7;12.9;2.5;
2020-11-17;7;24.3;22.4;20.5;66.5;15.5;4.1;
2020-11-18;0;23.1;20.7;18.3;67;9.4;2.4;
2020-11-19;8.2;22.2;18.7;16.4;79.7;11.3;2;
2020-11-20;0;24.6;19.3;14.6;72.9;7.6;1.7;
2020-11-21;1.2;23.8;20.2;16.2;73.5;8.2;2.2;
2020-11-22;.2;26.4;21.7;17.8;70.8;6.9;1.8;
2020-11-23;0;27.5;23.3;19.3;68.7;8.3;1.8;
2020-11-24;1.2;27.2;23.7;20.3;69.5;12.7;2.6;
2020-11-25;1.6;27.3;24.7;22.5;76;9.9;2.9;
2020-11-26;.2;30.2;25.8;23.4;74.3;11.3;2.7;
2020-11-27;.2;26.1;24.2;23.2;80;10.9;2.5;
2020-11-28;6;29.1;25.4;22.5;77.4;8.4;2;
2020-11-29;.4;30.1;25.8;23.1;72.5;9.4;2.3;
2020-11-30;.2;30.2;24.9;21.8;75.6;13.5;2.3;
2020-12-01;18;24.4;22.9;22.4;78;11.4;2.7;
2020-12-02;1.2;26.9;23.2;20.7;79.3;9.9;1.9;
2020-12-03;51.2;29.7;24.9;20.5;76.5;10.6;2.7;
2020-12-04;0;29.2;25;21.5;61.4;12.2;2.6;
2020-12-05;.2;24;21;20.3;78.6;9.7;2.9;
2020-12-06;22;19.8;18.9;18.3;90.1;8.3;2;
2020-12-07;41;22.5;20.1;18.2;91;5.6;1;
2020-12-08;10.4;27.1;23.1;19.7;84;9.3;1.9;
2020-12-09;0;27;23.4;19.6;79.2;8.2;2.3;
2020-12-10;0;29.1;24.2;19.8;70.3;7.2;1.7;
2020-12-11;0;29.3;25.7;22.1;70.7;12.3;2.7;
2020-12-12;0;30.6;25.7;24;74.8;14.7;2.5;
2020-12-13;2.6;29.9;25.2;19.5;74.7;11;2.2;
2020-12-14;22.8;27.6;24.2;21.4;77.2;13.8;2.8;
2020-12-15;31;25.5;22;19.8;84.7;8;1.6;
2020-12-16;10.8;28.8;25.5;20.2;75.2;9.7;2.1;
2020-12-17;29.4;25.8;23;21.8;85.6;11.6;2.3;
2020-12-18;9.8;28;23.9;20.9;82.5;8;2.1;
2020-12-19;1.2;30.2;25.4;22.5;79.8;10.4;1.7;
2020-12-20;3.6;29.3;25.7;22.4;73.9;8;1.8;
2020-12-21;0;26.2;23.5;21.5;77.5;12.3;2.9;
2020-12-22;0;25.8;22.6;19.2;66.9;8.4;2.1;
2020-12-23;0;27.8;23.6;19.7;67.2;6.8;1.4;
2020-12-24;7;28.4;24.3;21.7;73;8.1;1.5;
2020-12-25;7;27.4;23.7;19.2;70.5;8.1;1.9;
2020-12-26;.8;27.8;23.7;20.4;77.8;7.7;2;
2020-12-27;30.6;24.7;22.5;20.8;86.3;8.8;1;
2020-12-28;12.2;26.8;23.4;20.6;83.8;6.1;1.3;
2020-12-29;6.2;29.9;24.6;20.8;80;9;1.2;
2020-12-30;.8;31.9;26.4;20.8;74.1;10.5;1.7;
2020-12-31;0;32.3;26.8;25;73.5;10.3;2.7;
2021-01-01;.6;24.8;23.5;22.5;68.6;9.7;3;
2021-01-02;0;28.8;23.7;18.4;63.4;6.9;1.4;
2021-01-03;0;29.1;24.1;19.1;65.2;7.4;1.7;
2021-01-04;.2;29.3;25;20.4;62.3;7.9;1.9;
2021-01-05;0;30.4;25.7;22.3;70.7;8.1;1.9;
2021-01-06;5.8;30.2;26.1;23.2;82;9.7;1.7;
2021-01-07;15.6;31.8;26;22.7;79.3;8.6;1.3;
2021-01-08;6.4;31.6;26.2;23.4;73.8;7.9;1.4;
2021-01-09;.4;32.4;27.3;22.6;65.1;8.6;1.5;
2021-01-10;3.4;31.4;26.8;23.7;72.4;8.2;1.3;
2021-01-11;2;30.7;27.3;24.4;74.7;10.6;1.9;
2021-01-12;.6;31.8;27.5;24.1;74.1;11.1;2.1;
2021-01-13;0;28;25.5;24;75.7;13.3;4.2;
2021-01-14;0;24.5;22.9;22.4;79.7;12.5;3.6;
2021-01-15;37.2;30.3;24.9;21.1;79;7.8;1.8;
2021-01-16;0;30.1;27.1;23.9;75.5;10.1;2.4;
2021-01-17;26.8;32.3;27.1;24;80.3;9.9;1.6;
2021-01-18;16.8;26.3;24.4;23.2;78.2;12.3;2.8;
2021-01-19;.2;24;22.5;22.6;76.1;7.4;2.6;
2021-01-20;22.6;22.8;20.9;19.5;89.1;7.3;1.5;
2021-01-21;45.4;23.1;22;20.5;90.8;6.2;1.5;
2021-01-22;24.4;23.2;21.9;21.3;91.2;7.4;1.1;
2021-01-23;40.4;27.2;23.1;20.9;87.7;5.8;.6;
2021-01-24;22.6;24.5;22.9;22.3;90.6;7.2;.9;
2021-01-25;70;24.9;23.2;21.6;88.9;6.9;.7;
2021-01-26;3.8;27.6;25;22.6;81.6;9.3;1.8;
2021-01-27;3.2;31;26.1;22.9;79.7;10.1;1.7;
2021-01-28;2;27.5;25.1;23.6;81.8;6.9;1.4;
2021-01-29;23.4;29.7;25.1;22.7;83.6;9.5;1.4;
2021-01-30;16.4;29.2;25.9;22.3;82.1;6;1.3;
2021-01-31;.6;33.1;27.1;24.2;73.6;7.8;1.5;
2021-02-01;2.2;30.7;25.7;23.3;81.8;7.8;.9;
2021-02-02;32.6;32.7;27;22.3;76.9;6.4;1;
2021-02-03;0;31.7;28;24.5;76;9.8;1.7;
2021-02-04;2;33.6;26.8;25;81.2;10.5;1.7;
2021-02-05;6.6;29.5;24.1;18.8;64.3;10.3;2.6;
2021-02-06;0;27.2;23.8;19;62.3;10.7;2.9;
2021-02-07;0;30.3;23.7;17.8;66;9.6;2.2;
2021-02-08;0;27.8;24.4;19.8;65.5;8.1;2.6;
2021-02-09;0;28.7;24.3;19.5;69.5;7.4;2.1;
2021-02-10;2.2;29.8;24.9;21;70.4;7;1.5;
2021-02-11;0;28.8;24.3;20.2;73.8;7.9;1.6;
2021-02-12;23.8;26.3;23.1;21.3;85.8;7;1.1;
2021-02-13;9.4;31.2;25;21.6;80.2;8.4;1.7;
2021-02-14;.6;32.4;24.6;21.4;77.8;14;1.3;
2021-02-15;36.4;29.8;23.5;19.9;76.3;8.1;1.1;
2021-02-16;8.4;29.3;23.5;19.2;78;8;1.1;
2021-02-17;5.6;29.7;24.4;19.7;69.9;8.9;1.5;
2021-02-18;0;30.2;25.1;20;63.5;8;1.8;
2021-02-19;0;31.1;25.2;20.4;66;8.4;1.9;
2021-02-20;.2;32.3;26.1;21.4;64.4;8.3;1.7;
2021-02-21;0;29.2;24.9;20.1;68.2;7.3;1.8;
2021-02-22;0;30.3;25.7;20.6;68.5;10.3;1.8;
2021-02-23;0;32.8;26.1;23.2;71;9.1;1.6;
2021-02-24;1.6;27.1;24.4;21.5;78.5;7.9;1.5;
2021-02-25;4.8;25.3;22.5;21.3;85.6;8.7;1.6;
2021-02-26;38.2;27.4;23;19.6;78.2;8.8;1.9;
2021-02-27;48.4;28.6;24.8;21.9;77.7;11.9;2.9;
2021-02-28;20.4;25.7;23.5;22.6;84.8;12;2.2;
2021-03-01;103.8;24.9;22.6;20.9;89.2;6.9;.7;
2021-03-02;48.2;29.8;24.8;21.3;81.2;7;1;
2021-03-03;5.2;30.6;24.9;22.2;78.9;9;1.3;
2021-03-04;16.8;29.8;24.9;21;78.8;8.6;1.3;
2021-03-05;2;28.4;23.9;21.7;85.5;8.2;1.1;
2021-03-06;25.6;28.5;23.4;19.4;79.7;9.3;1.5;
2021-03-07;3.6;28.8;24;19.5;71.5;6.4;1;
2021-03-08;3;30;24.9;20.5;74.1;8.4;1.2;
2021-03-09;105.8;29.4;23.4;20.4;77.5;14;1.9;
2021-03-10;8.6;27.5;23;17.3;67.5;11.1;2.2;
2021-03-11;0;27.8;23.4;18.4;70;7.3;1.5;
2021-03-12;0;29.2;24.3;19.9;70.7;6.9;1.1;
2021-03-13;0;29.3;25.7;21.7;72.5;9;1.2;
2021-03-14;5.6;30.1;25.6;23.3;79.8;9.4;1.4;
2021-03-15;4.4;29.2;24.3;20.4;78.8;8;1.5;
2021-03-16;.4;29.7;26.3;22.3;75.7;8.6;1.4;
2021-03-17;0;30.2;26.2;22.6;78.1;9.9;1.6;
2021-03-18;0;27.6;25.7;24.7;73;11.6;3.3;
2021-03-19;0;28;24.5;20.2;67.8;9.1;1.9;
2021-03-20;0;29.2;25;20.6;73.6;5.8;1.3;
2021-03-21;0;31.4;27.1;24.2;75.3;7.7;1.7;
2021-03-22;0;28.2;25.6;25.1;79.5;9.9;2.8;
2021-03-23;4.4;28.9;24.6;22.3;80.4;7.4;1.1;
2021-03-24;9.6;29.4;24.8;22.2;80.3;11.4;1.9;
2021-03-25;.2;28.4;24.9;22.6;77.9;9.7;1.9;
2021-03-26;0;30.5;26.3;23.7;71.8;9.9;1.2;
2021-03-27;0;30;25.2;21.1;73.8;8.5;1.2;
2021-03-28;1.2;29.4;25.4;22.5;79.2;7.9;1.4;
2021-03-29;4.8;26.4;23.5;22;86.4;7.2;.7;
2021-03-30;6.6;27.5;23.4;19.8;73.9;12.2;1.6;
2021-03-31;.2;28;23;19.5;55.5;10.9;2;
2021-04-01;0;26.5;22.5;20;62;11;2.5;
2021-04-02;0;26.8;22.3;17.1;67.5;6.7;1.5;
2021-04-03;.4;25.8;22;19.9;78;5.4;1.1;
2021-04-04;0;27;22.5;18.2;74.1;6.8;1.4;
2021-04-05;0;28.4;23.5;19.2;71.2;8.1;1.1;
2021-04-06;7.6;26.4;22;19.7;80.3;5.5;1;
2021-04-07;1.8;26;21.7;18.5;83.5;5.5;.7;
2021-04-08;11.6;26.5;22.6;19.9;80.8;9.8;1.1;
2021-04-09;2.4;28.4;23.3;18.8;77.7;9.3;1.5;
2021-04-10;.2;30.6;25.2;20.9;75.7;6.7;1.2;
2021-04-11;0;30.7;25.1;21.5;78.3;7;1.1;
2021-04-12;0;26.2;23.7;22.1;70.5;13.7;3.6;
2021-04-13;0;25.8;22.4;17.5;65.4;9.5;2.1;
2021-04-14;0;25.4;22.3;20;67.3;4.4;.8;
2021-04-15;0;27.4;22.5;18.7;65.6;7.5;1;
2021-04-16;.2;26.5;22.6;19.3;74.1;6.3;.9;
2021-04-17;0;25.9;22.8;21.2;79.1;8.2;1;
2021-04-18;.4;25.3;21.7;18.8;82.5;9.4;1.6;
2021-04-19;3.6;25.2;21.5;19.2;82.3;9.2;1.8;
2021-04-20;10;25;21.6;17.4;72.8;12.6;2.4;
2021-04-21;9.4;22.1;19.7;18.3;87.4;10.2;1.2;
2021-04-22;25.2;24.5;20.7;17.1;73.8;9.7;1.4;
2021-04-23;3;25;20.3;16.9;79.7;6.5;1.3;
2021-04-24;0;26.5;21.9;17.8;76.4;5.7;.8;
2021-04-25;0;25.7;22;19.3;79.7;7;1;
2021-04-26;3.4;25;21.3;17.7;72.5;8;1.7;
2021-04-27;0;23.6;19.1;14.8;70.7;7.9;1.6;
2021-04-28;0;24.2;19.7;14.9;68.1;8.5;1.7;
2021-04-29;0;24.5;20;14.7;72.1;7.4;1.7;
2021-04-30;0;25.3;20.2;15.8;69.4;5.1;.9;
2021-05-01;0;24.9;19.8;15.2;73.4;6;.6;
2021-05-02;1;27;21.9;18;74.7;7.9;1.1;
2021-05-03;0;26.9;22.2;17.1;76;9.1;1.3;
2021-05-04;0;28;22.9;17.8;76.1;7.1;1.2;
2021-05-05;0;23.9;21.7;20.4;80.2;11.4;2.4;
2021-05-06;.4;20.3;17.8;18.3;87.8;8.4;1.8;
2021-05-07;31.2;22.1;17.3;11.7;67;10.2;1.8;
2021-05-08;0;23;17.2;11.7;68.1;7.2;1.2;
2021-05-09;0;21.2;16.7;12.6;81.9;4.1;.4;
2021-05-10;17.2;22.7;19.6;16.7;85.8;7.9;1.3;
2021-05-11;1.6;22.1;18.8;16.8;81.7;11.1;2.2;
2021-05-12;17.4;19.7;15.7;14;81.6;9.1;.9;
2021-05-13;1;22.8;15.9;10.4;72.5;5.2;.9;
2021-05-14;.2;22.7;16.7;11.5;79.1;4.4;.7;
2021-05-15;0;23.3;18.4;14.2;78.8;6.3;.8;
2021-05-16;.2;24.1;19;14.2;80.6;5.4;.7;
2021-05-17;0;25;19.8;16.1;78;10;1.5;
2021-05-18;.2;21.1;17.3;12.9;73.2;9.4;1.4;
2021-05-19;0;20.9;16.7;12.2;77.2;6.2;1;
2021-05-20;0;21.9;17.2;13.6;79.3;4.4;.7;
2021-05-21;.2;22.9;18.8;15.6;82.6;4.8;.6;
2021-05-22;21.6;28.5;23;17.5;68.8;7.2;1.5;
2021-05-23;0;25.4;21.9;17.5;42.5;12.1;1.9;
2021-05-24;0;22.3;16.8;13.4;47;9.7;2.5;
2021-05-25;0;22.2;14.8;8.9;69;4;.6;
2021-05-26;.2;21.8;15.2;9.7;76.6;4.6;.7;
2021-05-27;.2;25.2;16.2;11;75.3;4.3;.6;
2021-05-28;0;22.2;16.7;11.3;78.8;6;.6;
2021-05-29;22.8;22.8;19.1;16.8;84;9.9;1.3;
2021-05-30;2.6;18.2;16.7;15.6;76.4;9.6;2.4;
2021-05-31;0;20.3;16.7;14.6;74.1;5.6;.8;
2021-06-01;.2;23.8;16.7;11.3;81.3;4.4;.5;
2021-06-02;.2;25.3;19.3;14;77.3;7.2;1.1;
2021-06-03;0;23.2;19.1;15.7;76.3;6.3;1.2;
2021-06-04;0;24.5;20.4;15.5;76.1;9.8;1.5;
2021-06-05;0;25.3;22.4;20.9;80.2;8.5;1.9;
2021-06-06;0;22.9;19.7;16.8;79.2;14.9;2.8;
2021-06-07;11.6;18.1;17.1;16;87;9.5;2;
2021-06-08;7.4;21.2;17.9;16;87.9;7;1;
2021-06-09;25.4;23.9;20.5;17.5;86;9.8;1.4;
2021-06-10;48.6;23;20.1;18.3;89.1;5.2;.5;
2021-06-11;44.6;22.8;18.4;14.4;83.3;7.9;1.4;
2021-06-12;0;19.8;16.2;12.7;73.9;7.7;1.4;
2021-06-13;.2;22.1;15.4;10.2;73.7;3;.6;
2021-06-14;0;22.4;15.8;10;75.9;8.3;1.1;
2021-06-15;.2;21.8;15.9;10.9;80.8;11.8;1.6;
2021-06-16;0;18.5;15.9;14.4;69;11;2.8;
2021-06-17;.6;17.1;14.3;11.9;66.3;5.5;1.2;
2021-06-18;0;17.1;14.5;11.1;78;5.7;.7;
2021-06-19;7.4;17.3;15.7;14;89.8;5.5;.8;
2021-06-20;101;18.3;16.7;15;86.3;8;2;
2021-06-21;0;20.7;15.9;11.8;84.2;6.1;.7;
2021-06-22;1.4;20.7;17.3;14.3;85.4;5.9;1.1;
2021-06-23;1.8;21.5;16.7;13.4;83.4;4.2;.7;
2021-06-24;.4;20.7;17.8;13.6;84.2;11;1.5;
2021-06-25;0;20.8;17.5;12.2;77.7;6;1.2;
2021-06-26;0;21.9;18.8;16.7;79.2;5.7;1;
2021-06-27;0;25.5;19.2;17.7;84.2;14;2.9;
2021-06-28;19;16.3;12.7;12.6;86.7;12.2;3;
2021-06-29;30.2;16.4;11;6.2;57.9;10.2;2;
2021-06-30;0;19;12.8;7;58.2;7.4;1.7;
2021-07-01;0;19.7;13.7;8.6;79.7;2.5;.5;
2021-07-02;.2;22.4;17.1;12.4;76.7;9.1;.9;
2021-07-03;0;21.5;14.6;9.9;77.7;7.8;1.2;
2021-07-04;.2;19.9;14.1;8.7;77;5.9;.6;
2021-07-05;0;22.1;16.9;12.6;75.2;6.4;.7;
2021-07-06;0;20.6;15.7;11.8;82.9;5.7;.7;
2021-07-07;10;22.2;17.1;12.6;80.2;4.9;.7;
2021-07-08;0;22.6;17.2;12.5;82.5;6.3;.9;
2021-07-09;0;21.4;16.6;12.2;84.3;5.9;.8;
2021-07-10;0;24.5;18.3;14;77;6.9;1.1;
2021-07-11;.2;25.5;17.1;11.4;80.8;4.7;.5;
2021-07-12;0;23.1;17.4;12.4;81;6.3;.9;
2021-07-13;0;23.1;19.5;15.2;79.4;6.7;1.4;
2021-07-14;0;25.8;20.1;15.8;77.5;6.4;1.3;
2021-07-15;0;20.8;19;17;83.8;6;1.4;
2021-07-16;2.6;20.1;17.3;16.2;75.4;12;3.4;
2021-07-17;1.2;24.7;17.3;14.7;82.8;7.7;1.1;
2021-07-18;0;18.6;15.1;10.5;51;11.2;2.2;
2021-07-19;0;18.9;13.7;8.6;43.4;10.8;1.8;
2021-07-20;0;18.4;12.3;7.1;71.6;7.1;.8;
2021-07-21;0;19.3;13.5;7.3;79;4.6;.9;
2021-07-22;0;20.6;14.6;8.8;79;6.4;1.2;
2021-07-23;.2;22.2;15.6;9.6;77.7;9.8;1.6;
2021-07-24;0;23;18.2;13.8;76.3;8.2;1.5;
2021-07-25;0;21.5;18.1;16;82.3;9.1;1.9;
2021-07-26;0;26.2;20.2;16.5;73;7.7;2;
2021-07-27;.2;19.7;16.2;16.2;84.4;12.3;2.5;
2021-07-28;7.4;15.2;11.6;6.1;57.3;10;1.8;
2021-07-29;0;14.8;9.5;4.4;48;5.5;1.3;
2021-07-30;0;17.3;9.8;4;62.8;5.5;1;
2021-07-31;0;19.8;12.3;5.8;73.2;6.1;1.1;
2021-08-01;.4;19;15.6;10.7;82.4;5.6;.8;
2021-08-02;0;19.2;15.7;12.1;81;9.5;1.9;
2021-08-03;.4;18;14.1;9.5;81.5;10.9;1.8;
2021-08-04;.2;19.6;15.7;11.8;82.3;7.2;1.3;
2021-08-05;4;20.1;17.2;16;90.2;6.6;.8;
2021-08-06;3;21.6;17.4;14.5;86.8;6.5;.6;
2021-08-07;4;20.4;18.6;16.3;85.7;6.7;1.3;
2021-08-08;.2;23.8;19;15;79.4;8.8;1.2;
2021-08-09;0;22.2;18.3;15.2;84;9.4;2;
2021-08-10;0;23.4;18.1;16.3;87.1;14.2;2.8;
2021-08-11;19.6;16.1;14.8;14;79.4;14.5;4.1;
2021-08-12;0;14.9;13.4;12.2;69.7;11.4;2.8;
2021-08-13;1;16.3;14;12;84.1;7.9;1.1;
2021-08-14;9;20.1;16.2;13.4;86.3;5.1;.8;
2021-08-15;0;21.9;18;14.9;82.3;5.4;1;
2021-08-16;.8;20.5;18;16;87.8;4.9;.9;
2021-08-17;.2;22.5;18.4;16.4;87;8.1;1.9;
2021-08-18;0;25.7;19.1;17.2;84.3;12.7;2.1;
2021-08-19;0;28.1;20.6;17.9;78.2;10.6;1.4;
2021-08-20;0;25.6;20.1;17.3;79.4;12.7;2.6;
2021-08-21;0;28.3;21;15.8;62.9;6.8;1.1;
2021-08-22;0;23.1;18.3;14.8;83.1;9.4;1.4;
2021-08-23;.2;23.3;19.3;15.7;82.3;13.1;3.3;
2021-08-24;0;24.6;19.5;16.7;77.6;9.2;1.6;
2021-08-25;.4;22.5;19.4;17.7;84.8;5.9;1.4;
2021-08-26;0;21;18.8;18.6;82.1;11;2;
2021-08-27;3.8;19.4;16.5;12.1;73.1;9;1.5;
2021-08-28;0;20.5;16.7;13.8;77.3;6;.9;
2021-08-29;1;20.2;17.3;15;83.7;5.9;1;
2021-08-30;2.6;21.9;17.4;14.6;87.1;5.3;.7;
2021-08-31;4.4;22.4;19.4;16.1;82;8.6;1.2;
2021-09-01;.2;23.3;20.3;18.4;75.4;9.1;2.2;
2021-09-02;0;24.6;20.5;17.2;73.3;8.7;1.9;
2021-09-03;0;28.3;20.3;17.5;78.6;12.3;2.8;
2021-09-04;2;20.1;18.3;17.6;80.2;9.9;2.1;
2021-09-05;6.2;25.3;19.6;16.7;80;9.2;2.2;
2021-09-06;0;21.6;19.7;18.5;76.1;8.9;2.2;
2021-09-07;8.2;19.9;18.6;17.1;87.3;8.5;.8;
2021-09-08;12.6;20.1;19.4;17.9;87.9;12.3;1.5;
2021-09-09;28;24.2;20.7;19.4;84.6;8.7;1.2;
2021-09-10;.2;23.3;19;14;72;6.3;1.8;
2021-09-11;0;23;19.4;16.7;75;6.7;1.3;
2021-09-12;0;25.4;20.1;15.4;76.7;12.1;1.6;
