Nome: FLORIANOPOLIS
Codigo Estacao: A806
Latitude: -27.6025
Longitude: -48.61999999
Altitude: 4.87
Situacao: Operante
Data Inicial: 2013-12-01
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2021-09-13;0;24.7;21.9;19.7;77.9;9.6;1.9;
2021-09-14;13.4;22.6;21.3;20.5;86.5;10.9;1.6;
2021-09-15;3;20.9;18.4;17.8;75.7;15.3;3.8;
2021-09-16;0;18.3;16.6;14.9;73;7.4;1.2;
2021-09-17;7;17.4;15.7;14.1;91.8;4.7;.7;
2021-09-18;18;24.1;19.6;15.4;82.8;8.2;1.1;
2021-09-19;9.4;25.3;21.3;19;81.9;5.7;1.1;
2021-09-20;5.6;25.9;21.9;20.3;86;9.8;2.1;
2021-09-21;0;21.7;20.2;20.3;78.6;13.9;3.8;
2021-09-22;.4;21.2;17.9;14;62.9;12.9;2.2;
2021-09-23;0;21.9;17.9;15.6;67;8.7;1.3;
2021-09-24;.4;21.4;18.2;16;75.2;5;1.2;
2021-09-25;0;24.9;19.1;14.2;78.5;6.8;1.1;
2021-09-26;0;26.4;21.4;17.1;74.1;9.3;1.1;
2021-09-27;0;27.1;21.8;17;76.3;11.7;1.5;
2021-09-28;0;25.5;21.5;18.2;78.8;11;2.4;
2021-09-29;21.6;23.9;20.7;19.3;83.4;11.7;2.1;
2021-09-30;.2;20.7;19.7;19;79.2;9.4;1.7;
2021-10-01;37.2;23.4;20.6;18;83.2;9.7;2.1;
2021-10-02;0;22.5;20.3;19.2;80;8.2;2.4;
2021-10-03;0;24.4;21.3;19.1;79.5;7.1;1.2;
2021-10-04;0;22.7;18.9;19.1;78.3;10.9;3.3;
2021-10-05;2.2;19.8;17.5;15.9;67.4;9.3;1.8;
2021-10-06;0;21.8;18.4;16.2;79.3;8.3;1.4;
2021-10-07;19.2;19.9;18.3;16.5;68.4;13;3.2;
2021-10-08;0;19.6;17.4;15.6;72.8;6.8;.8;
2021-10-09;17.6;19.1;17.7;16.8;88.6;7.9;.9;
2021-10-10;3.4;22;18.9;17.2;84.6;6.8;.9;
2021-10-11;1.8;21.5;19.1;17.3;81.8;6.7;.9;
2021-10-12;74.2;21.5;19.8;18;88.9;9.2;1.4;
2021-10-13;9.8;25;21.4;19.2;83.3;8.9;1.4;
2021-10-14;4;24;21.5;20.1;83.8;10.4;2;
2021-10-15;0;23.4;20.9;19.7;88.1;9.4;1.8;
2021-10-16;8;24.6;20.7;19.2;80;12;2.4;
2021-10-17;0;19.7;17.8;17.2;80.8;10.9;2.5;
2021-10-18;11.2;18.6;16.6;14.8;86.7;8.3;1.5;
2021-10-19;.4;22.3;18.6;15.8;70.7;8;1.8;
2021-10-20;2.8;22.1;18.3;15.5;71.8;6.4;1.3;
2021-10-21;1.4;23.2;18.7;15.2;75.3;10.6;1.5;
2021-10-22;0;26.2;20.2;15.4;70.4;10.9;1.7;
2021-10-23;0;24.2;21;19.2;76.5;10.3;1.6;
2021-10-24;2.2;23.6;20.3;18.9;74.2;14.8;3.3;
2021-10-25;0;25.6;19.9;14.1;66;13;1.7;
2021-10-26;0;29.1;21.8;15.5;70.5;6.9;.8;
2021-10-27;0;27.5;22.4;16.6;72.3;8.6;1.3;
2021-10-28;0;25.2;21.7;18.3;78.7;6.6;.6;
2021-10-29;11.4;21.4;19.9;18.4;86.5;5.9;.1;
2021-10-30;53.6;21.3;20.1;18.8;89.2;6.3;.1;
2021-10-31;29.2;23.9;21.4;19.2;81.3;7.4;.6;
2021-11-01;2.8;24.2;21.5;19.4;85.5;7.3;.8;
2021-11-02;5.2;27.3;22.9;19.2;79.3;8.6;1;
2021-11-03;8.4;26.1;22.9;20.5;78.5;11.9;2;
2021-11-04;.4;26.1;23.2;20.5;77.4;10;1.8;
2021-11-05;5;26.7;23.2;21.1;80.1;10.6;1.4;
2021-11-06;3.4;24;21.5;21;85.8;7.2;.1;
2021-11-07;9.2;23.1;20.4;18.7;79;11;2.5;
2021-11-08;0;22.7;19.7;18;75.9;6;.4;
2021-11-09;0;24;20;18.4;75.5;9.3;.7;
2021-11-10;0;24.2;19.9;15.3;70.9;7.6;.1;
2021-11-11;0;22.6;20;17.8;70.9;8;.4;
2021-11-12;7.6;22.2;18.3;16;79.2;7.8;.2;
2021-11-13;.2;22.2;19;16.3;73;5.5;0;
2021-11-14;.2;25.4;20.7;15.9;70.1;10.1;.7;
2021-11-15;1.2;25.9;22.6;20.2;72.5;11.8;1.8;
2021-11-16;1.2;26.3;22.9;20.2;75.8;9.7;1.6;
2021-11-17;0;26.7;22.9;20.3;76.1;9.5;1.7;
2021-11-18;34.4;20.9;19.7;18.7;90.5;10.7;.3;
2021-11-19;34.6;22.7;20.4;18.8;81.5;12.8;2.9;
2021-11-20;0;23.7;20.2;15.3;68.1;7.4;1;
2021-11-21;0;25.5;21.2;15.8;68.7;10.1;1.1;
2021-11-22;0;26.2;22.3;17.5;68.2;11.6;1.4;
2021-11-23;0;31;23.5;20.2;69.8;15.6;3;
2021-11-24;0;24.3;21.8;20.2;64.9;14.5;1.8;
2021-11-25;0;26.1;22.5;19.4;72;10.8;1.5;
2021-11-26;14.4;28.5;24.1;21.5;78.5;9.9;2;
2021-11-27;6;27.6;23.4;20.4;80;8.9;1.5;
2021-11-28;0;27.6;24.2;22.1;75;7.5;1.8;
2021-11-29;0;31.8;26;23.1;71.5;8.7;1.8;
2021-11-30;0;29.8;24.4;18.1;65.3;8.6;1.9;
2021-12-01;0;27.4;23.2;20;73.5;12;2.5;
2021-12-02;0;23.5;21.6;21.1;69.3;9.3;2.6;
2021-12-03;.4;24.1;21;18.1;71.5;7.8;1.6;
2021-12-04;5;25.1;21.8;18.8;77.7;6.4;1.2;
2021-12-05;0;27.4;22.9;20.1;77;8.9;1.2;
2021-12-06;34.4;25.1;21.6;19.6;82.5;8.6;1.5;
2021-12-07;8.2;24.7;22.1;19.8;65.6;10.4;3.5;
2021-12-08;.2;25.3;21.7;18.1;61.6;9.9;2.8;
2021-12-09;0;23.4;20.2;16.6;71.3;10.9;2.3;
2021-12-10;0;25;21.8;18.5;68.6;7.9;1.9;
2021-12-11;0;27.9;23.3;20.2;70.1;10.5;1.5;
2021-12-12;29.8;27.9;23.4;21.3;83.8;6.7;.8;
2021-12-13;0;29.3;25.1;20.9;76.5;9.8;1.3;
2021-12-14;0;29;25.2;22.1;78.5;6.4;1.3;
2021-12-15;6.2;29.2;24.7;22.8;85;9.1;1.8;
2021-12-16;3;28.5;25.2;22.5;82;10;2.4;
2021-12-17;.4;28.1;25;24;74.3;11.3;3.5;
2021-12-18;.4;25.7;23.2;21.5;72.8;8.4;2;
2021-12-19;.4;28.1;24.2;21;58;7.1;1.6;
2021-12-20;.2;28.7;24.3;19.7;68.6;11.4;2.1;
2021-12-21;.4;28.8;25.2;22.5;69.7;10;2.4;
2021-12-22;0;28.5;24.7;22.1;72.5;14.1;3.1;
2021-12-23;0;26.5;23.2;17.8;62.3;15.5;3.3;
2021-12-24;0;26.9;23;17.3;63.8;8.9;2.2;
2021-12-25;0;28.1;24;19.4;61;10.9;2.1;
2021-12-26;0;28.3;24.1;20.6;70.7;11.3;1.9;
2021-12-27;.4;28.6;24.2;19.4;72.1;7.1;1.5;
2021-12-28;.2;29.3;23.8;17.9;63.9;8.9;1.8;
2021-12-29;0;28.4;24.6;21.7;73.1;8.2;1.6;
2021-12-30;0;28.6;25.3;21.9;69.2;7.8;1.5;
2021-12-31;0;26.7;24;21.3;74.8;5.1;.6;
2022-01-01;.2;30.8;25.2;19.7;73.5;7.5;1.4;
2022-01-02;0;30.6;26.6;22.6;73.7;12.5;2;
2022-01-03;0;32.1;27.6;23.7;73;8;1.8;
2022-01-04;0;27.9;25.8;23.9;81.3;4.6;.7;
2022-01-05;6.4;29.7;25.4;23.5;82.6;13.3;1.9;
2022-01-06;2.8;26;23.5;21.9;77.9;12.2;3.5;
2022-01-07;.6;25.5;22.3;19.5;71.6;8.9;1.9;
2022-01-08;.2;26.9;22.6;19.3;69.5;9.3;1.9;
2022-01-09;.2;25.5;21.9;19.8;75;8.1;1.7;
2022-01-10;0;26.8;22.9;20;80.6;9.2;2.1;
2022-01-11;0;28.3;24.1;20.7;79.5;6.9;1.5;
2022-01-12;1;29.7;25.1;21;73.2;6.9;1.3;
2022-01-13;0;28.9;24.8;21.3;73.8;9.6;1.4;
2022-01-14;0;31.3;26.2;23;70.8;8.9;1.6;
2022-01-15;0;32.6;27.2;23.2;72.3;9;2;
2022-01-16;0;32.1;27.3;24;71.9;12.9;2.1;
2022-01-17;0;33.9;28.4;24.7;68.2;10;2.3;
2022-01-18;0;34.8;28.5;23.9;67.1;7.7;1.6;
2022-01-19;0;32.7;28.7;25.3;73.5;7.9;1.6;
2022-01-20;0;32.7;28.7;25.2;71;9.6;1.9;
2022-01-21;0;32.1;28.4;25.6;71.5;11;2.1;
2022-01-22;0;31.7;27.9;24.7;67.8;12.6;2.5;
2022-01-23;0;31.7;27.4;23;68.5;12.5;2.3;
2022-01-24;0;32;28.2;25;67.4;12;2.4;
2022-01-25;0;32.1;27.9;23.7;70.1;10.9;2.1;
2022-01-26;0;32.2;28.4;25.2;71.3;13.8;2.6;
2022-01-27;.4;29.6;26.1;25.8;80.8;14.6;3.1;
2022-01-28;7.6;24.2;21;19.8;83.9;11.6;2.4;
2022-01-29;8;25.6;21.3;18.5;81;10.1;2.3;
2022-01-30;.6;27;23.1;20.2;73.2;9.9;1.8;
2022-01-31;0;31.4;24.8;21;73;7.7;1.1;
2022-02-01;1.6;29.6;24.7;20.7;78.5;8.1;1.5;
2022-02-02;10.4;31.3;26.3;22.2;75.4;9.5;1.5;
2022-02-03;.2;30.6;26.9;23.8;73.5;12.1;2.3;
2022-02-04;0;27.6;26;25.4;79.6;8.8;2.1;
2022-02-05;1.4;34.8;27.8;24.4;75.5;6.8;1.5;
2022-02-06;6.2;30.2;26.2;24.5;77.4;11.8;2.4;
2022-02-07;4.2;28.3;24.5;21.4;63.8;10.9;2.5;
2022-02-08;0;27.6;23.6;19.3;64.5;11.2;2.2;
2022-02-09;0;27.8;23.9;18.8;68.8;8.9;1.9;
2022-02-10;24.4;29.6;24.6;20.3;71.2;7.6;1.5;
2022-02-11;.4;30.1;25.5;21;69;7.7;1.4;
2022-02-12;.4;29.8;25.9;22;68;9.3;1.5;
2022-02-13;0;30.3;26;20.8;62.5;11.7;1.8;
2022-02-14;6.2;26.9;23.7;21.8;79.3;11;2.2;
2022-02-15;0;30.5;24.6;18.7;62.7;7.6;1.6;
2022-02-16;0;31.5;24.5;18.5;61.8;8.3;1.6;
2022-02-17;0;29.1;24.2;21.4;71.5;7.8;1.1;
2022-02-18;4;29;22.2;18.6;77;7.7;1.1;
2022-02-19;1.4;30.2;23.5;17.4;68.9;8.4;1.2;
2022-02-20;0;31.3;26.1;21.2;72.5;11.7;1.7;
2022-02-21;0;31.7;27.2;25.7;76.3;9.4;1.6;
2022-02-22;4;32.3;26;22.4;76.6;7.9;1;
2022-02-23;6;28.7;24.9;22.7;79;10.4;2;
2022-02-24;0;30.9;25;20.7;72.8;7.4;1.1;
2022-02-25;.4;29.6;26.4;23.9;75.3;7.5;1.3;
2022-02-26;0;32.4;28;24.6;72.7;9.9;2;
2022-02-27;0;32.1;27.4;22.7;71.7;11.4;1.8;
2022-02-28;0;32.5;28.2;25.9;71.1;9.4;2;
2022-03-01;44;29.3;25.7;22.4;81.1;10.6;2.2;
2022-03-02;.6;29.7;25.5;23.9;79.1;6.8;1;
2022-03-03;16.6;28.4;24.6;22.3;85.2;4.8;.9;
2022-03-04;16.4;32.1;26.4;22.8;76.8;7.3;1.1;
2022-03-05;0;31.9;27.3;23.5;76.8;10.2;1.7;
2022-03-06;0;32.9;28.6;26.5;74.6;11;1.9;
2022-03-07;14.8;32.1;26.9;22.8;78;11.2;1.5;
2022-03-08;51.2;29.6;25.9;22.8;80.1;13.6;2.4;
2022-03-09;0;29.2;26.4;23.9;76.8;6.9;.9;
2022-03-10;0;31.3;27.2;23.5;76.7;10.2;1.6;
2022-03-11;32;29.5;25;22.7;82.5;12.4;1.8;
2022-03-12;12.2;24.7;21.9;20.3;80.3;13.1;3.4;
2022-03-13;6.8;22.5;21.1;20;85.1;9;1.4;
2022-03-14;3.8;24.9;22.6;20.1;83.6;8;2.1;
2022-03-15;0;28.1;24;20.7;78.5;7.7;1.4;
2022-03-16;1.2;25.6;22.7;22.1;79.1;7.3;1.6;
2022-03-17;10.6;30;24.1;19.7;75.3;6.6;.9;
2022-03-18;.2;32.9;26.6;23.7;78.2;10.9;1.5;
2022-03-19;6.6;26.8;24.2;23.1;80.5;13.2;2.3;
2022-03-20;0;26;22.6;19.7;70.8;12.6;2.8;
2022-03-21;5.6;22.2;20.1;18.6;84.3;10.1;2.5;
2022-03-22;8;27.2;21.5;18.2;78.4;9.3;1.4;
2022-03-23;1.4;26.1;22.9;19.9;79.9;7.7;1.4;
2022-03-24;1.8;24.7;23.8;23.2;78.8;9.3;2;
2022-03-25;5.2;26.9;22.8;19.1;77.6;6.2;.5;
2022-03-26;.2;30.8;24.4;18.6;67.8;10.3;1.4;
2022-03-27;0;27.8;23.1;18.3;73.5;6.6;1.1;
2022-03-28;0;28.4;24.1;20.6;72;6.6;1.2;
2022-03-29;0;28.2;24.2;19.1;71.3;10.7;1.7;
2022-03-30;0;28.9;24.7;22.3;76.8;15.6;2.1;
2022-03-31;2.8;23.7;19.3;17.1;61.7;13.6;3.2;
2022-04-01;.8;21.8;18.4;15.7;67.7;9.9;1.8;
2022-04-02;1.2;22.7;19.4;16.7;83.2;6.5;1;
2022-04-03;2.2;24.9;21.5;19.3;85.5;4;.5;
2022-04-04;2.2;26.3;23.6;20.8;85.3;7.3;1.2;
2022-04-05;.4;27.4;22.4;18.9;81.4;9.9;1.6;
2022-04-06;0;25.8;22.7;20.7;80;8.5;1.5;
2022-04-07;0;27;23;19.7;78.6;7.3;1;
2022-04-08;0;24.2;22.4;22.1;80.8;6.4;.6;
2022-04-09;2.4;27.2;23;20.1;81;9.6;1.7;
2022-04-10;.4;27;23.6;20.8;81.3;7.8;1.8;
2022-04-11;2.2;24.7;23.2;22;85.3;8;.9;
2022-04-12;5.6;25.9;23.1;21.5;84.1;6;.8;
2022-04-13;.4;27.7;23.4;20.4;79.8;10.7;1.6;
2022-04-14;0;23.8;21.6;20.5;68.3;12.5;3.5;
2022-04-15;0;24.1;18.5;13.2;53.6;15.1;2.4;
2022-04-16;0;22.9;19.3;15.7;63.4;11;1.6;
2022-04-17;0;23.2;19.4;16.9;69.8;6.7;1;
2022-04-18;.2;23.6;18.9;13.8;76.3;4;.5;
2022-04-19;0;26.6;20;14.7;75.6;5.9;.7;
2022-04-20;0;24.6;19.9;15.3;79.3;5.8;1;
2022-04-21;0;26.4;21.2;16.2;76.2;7.2;1.1;
2022-04-22;.2;27.6;22.4;17.4;69.3;9.2;.7;
2022-04-23;2;27.4;21.6;18;71.4;9.8;2.3;
2022-04-24;0;25.2;21;15.8;74.8;8.8;1.3;
2022-04-25;0;26.8;23.5;21.5;74.8;9.5;2.2;
2022-04-26;0;27.1;23.9;20.8;78.6;7.4;1.7;
2022-04-27;0;28.6;24.5;22.7;80.7;9.2;1.9;
2022-04-28;0;35;25.5;22.4;74;18.3;2;
2022-04-29;9.6;23.3;21;19.5;73.1;10.8;2.8;
2022-04-30;0;21.8;19.1;17.1;72.1;8.1;.8;
2022-05-01;1;26.8;20.6;18.4;84.5;9.7;1.6;
2022-05-02;4.8;20.9;19;18.7;87.2;9.5;1.9;
2022-05-03;41.6;18.8;18.2;17.4;91.5;10.4;1.8;
2022-05-04;51.2;21.7;19.8;17.7;88.3;11.2;2.9;
2022-05-05;9;23.9;20.6;18.8;73.8;13.6;2.9;
2022-05-06;0;23.5;17.9;12.1;70.7;7;1.3;
2022-05-07;0;23.7;19.1;15.1;68.3;5.3;1;
2022-05-08;0;25.5;18.8;13.8;69.2;4.8;.7;
2022-05-09;0;24.6;19.2;14.2;76.2;5.8;.7;
2022-05-10;0;25.2;20.5;17.1;80.5;6.2;.9;
2022-05-11;1;24.9;20.4;18.2;83.6;8.5;1.6;
2022-05-12;1.8;22.9;18.8;14.2;72.8;9.6;1.6;
2022-05-13;0;23;18.6;14.2;70.7;6.5;1;
2022-05-14;0;22.9;19.1;14.3;79.2;7.5;.9;
2022-05-15;0;25.7;20.7;18.9;81.6;8.1;1.4;
2022-05-16;1.2;21.2;18.3;16.8;70.4;7.7;1.7;
2022-05-17;0;19.3;15;10.2;42;17.9;3.1;
2022-05-18;0;22.9;17.2;13.1;47.5;14.3;3.6;
2022-05-19;0;22;18;15.6;51.3;12.9;2.8;
2022-05-20;0;21.5;14.6;8.2;65.9;4.9;.9;
2022-05-21;0;20.4;14.3;8.9;80.7;5.3;.9;
2022-05-22;0;23.3;16.2;10.3;78;6.4;.6;
2022-05-23;0;24.7;18.2;13.3;78.3;5.4;.8;
2022-05-24;.2;24.3;18.4;13.4;81.5;6.1;.7;
2022-05-25;.2;24.7;19.3;14.7;81;6.5;.9;
2022-05-26;0;26.1;20.3;16.4;77.2;4.4;.8;
2022-05-27;0;24;19.6;15.8;83.5;7.2;.9;
2022-05-28;.2;22.7;20.2;18.3;82;4.4;.5;
2022-05-29;4.2;20.9;18.9;18.4;86.5;10.7;.9;
2022-05-30;11.8;18;16.9;15.8;85.5;11.5;2.5;
2022-05-31;.4;16.2;14.5;13.5;69.6;11.8;3.4;
2022-06-01;.8;15.9;13.5;11.5;87;6.1;.8;
2022-06-02;10.4;16.9;15.1;13.2;85.6;9;1.1;
2022-06-03;.6;17.2;15.2;13.2;71.4;8;1.9;
2022-06-04;0;19.9;15.5;11;76.4;5;.6;
2022-06-05;.8;20.3;17;15.2;88;8.3;1;
2022-06-06;26.2;20.9;18.3;16.8;89.7;5.4;.6;
2022-06-07;7.4;18.5;17.6;16.6;91.5;6.5;1;
2022-06-08;2.6;21.2;18.3;16.9;84.6;5.7;1.1;
2022-06-09;1;20.5;17.6;15.3;87.8;3.8;.4;
2022-06-10;.8;21;17.6;16.2;85.8;13.3;1.8;
2022-06-11;0;17.8;13.3;9;68.9;10.3;1.5;
2022-06-12;0;20.6;11.8;4.7;59.9;4.6;.7;
2022-06-13;0;20.3;13.9;8.3;79.3;7.2;1.1;
2022-06-14;0;21.1;15.7;10.8;80;4.7;.6;
2022-06-15;0;22.1;17.4;13.9;74.9;7.2;1.2;
2022-06-16;0;21.6;16.8;13;82.6;8.3;1.4;
2022-06-17;0;20.2;18.2;16.1;86.3;8.5;1.7;
2022-06-18;4.4;18.8;16;14.2;73.8;11.8;2.4;
2022-06-19;0;19.7;14.2;8.9;75.4;7.4;1.1;
2022-06-20;0;22.5;17.6;12.8;71.4;4.8;1;
2022-06-21;0;19.5;15.7;12.6;88.4;6.5;.8;
2022-06-22;26.6;19.6;17.5;15.8;89.6;8.5;1;
2022-06-23;12.2;23.2;18.2;16.7;87.6;8;.8;
2022-06-24;14;21.5;18.3;16.3;86.9;8.1;.8;
2022-06-25;2.4;19.1;17.5;17.2;84.2;11.5;2.7;
2022-06-26;0;19;15.9;13.7;73.8;10.8;1.4;
2022-06-27;0;21.2;17.2;14.5;77.6;9.9;1.5;
2022-06-28;0;22;18.5;16.1;76.2;7.9;1.7;
2022-06-29;0;19.7;16.5;14.7;81.3;7.9;1.3;
2022-06-30;0;19.7;14.1;8.4;74.8;7.5;.7;
2022-07-01;0;19.9;14.3;9.1;82.1;5.9;.7;
2022-07-02;0;22.3;19;12.2;78.8;7.6;1.7;
2022-07-03;0;22.9;18.1;14.5;86.5;6.4;1;
2022-07-04;0;23;18.5;16.9;87.3;8.6;1.5;
2022-07-05;0;27.4;20.3;16.3;78.3;8.8;1.5;
2022-07-06;0;24.2;18.9;16.3;83.3;6.8;1.1;
2022-07-07;0;29.8;22.1;16.2;65.5;9.3;1.3;
2022-07-08;0;21.5;18.6;15.9;80.6;8.9;1.6;
2022-07-09;0;24.1;19.3;15.7;79;7.2;1;
2022-07-10;0;22.8;19;17.2;82.8;8.2;2.1;
2022-07-11;0;24.1;19.4;17;81;8.9;2;
2022-07-12;1;22.2;18.6;18.5;77.6;15.3;2.7;
2022-07-13;.4;16.5;15.3;14.6;71.8;8.9;1.9;
2022-07-14;.2;17.6;16.1;14.8;86.4;3.4;.1;
2022-07-15;17.2;24.1;20;15.5;86.7;7.4;1.4;
2022-07-16;0;24.1;19.8;17.1;83;5.7;.7;
2022-07-17;0;25.8;18.9;17.2;62.4;7.8;1.8;
2022-07-18;0;19.4;16.7;14.5;72.8;5.3;.4;
2022-07-19;0;21.5;17.7;14.9;77.8;9.4;1.6;
2022-07-20;0;22.9;17.8;13.3;79.3;7.9;1;
2022-07-21;0;24.8;20;17;72.3;8.8;1.9;
2022-07-22;0;25.5;19.5;15.9;81.5;7.1;1.6;
2022-07-23;0;23.7;19;17.3;88;6.9;1.4;
2022-07-24;0;23.2;19.7;17.7;82.8;7.5;1.7;
2022-07-25;0;22;18.9;17.6;87.5;7.4;1.2;
2022-07-26;0;25.3;20.1;17.3;75.8;6;1;
2022-07-27;0;24.2;18.6;13.4;78.3;8.9;1.2;
2022-07-28;0;30.4;21.7;16.6;69.3;7.4;2.1;
2022-07-29;11.2;22.8;17.6;15.3;68;14;2.2;
2022-07-30;0;19;13.9;9.1;68.6;5.4;1.1;
2022-07-31;0;20.8;14.9;9.5;74.6;7.9;1.1;
2022-08-01;0;22.8;16.4;11;78.1;7.4;1;
2022-08-02;0;22.4;17.6;12.7;82.2;5.2;.8;
2022-08-03;0;23.9;19.8;16.5;75.3;7.7;1.6;
2022-08-04;0;23.8;20.6;19.4;78.7;10.9;2;
2022-08-05;.2;23.9;19.2;17.3;70.2;13.3;3.3;
2022-08-06;0;17.8;16;15.2;72.7;10;2.2;
2022-08-07;30.2;16.5;14.8;13.4;91.8;4.2;.4;
2022-08-08;5.4;19;17;14.3;90.8;6.9;1.3;
2022-08-09;15.2;17.9;16.7;15.7;92;5.6;1;
2022-08-10;97;16.9;15.2;13.9;86;16.2;4.1;
2022-08-11;38.4;19.7;16.2;11.7;75.8;7.7;1.9;
2022-08-12;.4;20.6;16.6;14.7;80.3;6.5;.8;
2022-08-13;.2;21.3;17.3;12.7;81.8;7.7;1.1;
2022-08-14;.4;24.2;18.7;14.8;78.4;7.3;1.1;
2022-08-15;0;22.8;19;15.3;81.9;9.4;1.6;
2022-08-16;.2;21.6;19.1;18.7;81;10.3;2;
2022-08-17;.2;22;18.1;14.8;82.6;9.6;1.6;
2022-08-18;28.4;22.1;17.6;17.8;84.6;14.8;2.7;
2022-08-19;5;16.1;12.2;7.6;58.8;9.9;2.3;
2022-08-20;0;19.3;12.7;6.4;64.5;9.2;.9;
2022-08-21;0;20.8;16.2;11.2;73.1;8;1;
2022-08-22;0;21.3;16.3;13;77.5;7.1;.8;
2022-08-23;2.6;21.2;17.3;14.6;85.8;6.7;.7;
2022-08-24;2.2;24;19.3;16.2;78.4;6.8;1.1;
2022-08-25;0;24.8;19.5;14.7;77.8;7.9;1.2;
2022-08-26;0;24.4;19.6;15.5;77.9;8.4;1.4;
2022-08-27;0;24.5;19.4;15.3;82.5;9.2;1.3;
2022-08-28;.6;21;17.3;17.4;80.8;15.5;3.6;
2022-08-29;1.2;17.7;13.1;6.6;58.3;12;2.6;
2022-08-30;0;19.8;14.5;9.9;67.4;7.2;.9;
2022-08-31;.4;21.7;16.2;11.1;74.7;8.3;1.1;
2022-09-01;0;23.3;19.3;15.3;66;11;2.6;
2022-09-02;0;22;19;16.1;79.8;10.1;1.4;
2022-09-03;1.8;18.4;15.9;12.9;69.9;12.1;3.7;
2022-09-04;0;20.9;14.3;6.7;60.7;9.8;1.5;
2022-09-05;0;19.8;15.9;13.4;79;6.5;1;
2022-09-06;8.4;20.1;17.1;15.4;88;6.4;.7;
2022-09-07;17;19.8;17.8;16;88;9;1.3;
2022-09-08;6;24;19.2;14.8;82.9;8;1.1;
2022-09-09;2.4;33.6;23.9;18.3;71.9;8.9;1.7;
2022-09-10;0;24.6;17.1;14.6;74.1;16;4.5;
2022-09-11;0;19.1;14.9;10;67.4;8;1.4;
2022-09-12;10.6;16.8;14.9;13.1;85.7;5.7;1;
2022-09-13;28.8;24.4;18.2;14.2;83.8;8.4;1.5;
2022-09-14;0;21;18.4;17;75;8.4;1.9;
2022-09-15;0;20.5;17.3;13.3;78.3;8.6;1.7;
2022-09-16;.6;20.5;17;13.9;81;10.1;1.4;
2022-09-17;7.2;21.9;16.8;13.1;76.3;7;1.2;
2022-09-18;.8;22.1;17;12.5;76.1;8.9;1.3;
2022-09-19;0;21.8;17.6;13.7;75;9;1.1;
2022-09-20;6;23.1;18.7;14.4;80.5;10.1;2;
2022-09-21;0;22.4;19;16.8;75.1;10.8;1.8;
2022-09-22;3.2;26.3;19;15.1;77.4;11.1;1.7;
2022-09-23;0;23.2;17.9;11;43.7;9.7;2.4;
2022-09-24;0;21.8;15.9;8.8;64;9.3;1.1;
2022-09-25;0;21.6;16.7;14;75.3;6.9;1.1;
2022-09-26;11.2;21.9;18;14.2;80.5;7.5;1.4;
2022-09-27;0;25.8;19.3;14.8;79.4;10.6;1.7;
2022-09-28;0;21;19.4;17.6;68.1;12;4.2;
2022-09-29;.2;21.8;18.1;15.1;63.7;7.5;2.3;
2022-09-30;.6;19.9;17.1;14.3;77.2;5.7;.8;
2022-10-01;.2;24.4;19.5;16.2;77;10.9;1.5;
2022-10-02;3.6;23;18.9;16;77.5;9.3;2.1;
2022-10-03;0;22.6;18.5;14.1;72.7;10.3;1.9;
2022-10-04;0;19.5;17.3;15.5;71.5;7.6;2.4;
2022-10-05;0;21.8;18.3;15.7;73.8;7.4;1.3;
2022-10-06;2.4;20.5;19.4;17.6;88.4;11.4;1.7;
2022-10-07;19.4;25.5;20.8;18.9;79;7.8;1.7;
2022-10-08;0;24.5;19.1;12.8;72;11.6;1.7;
2022-10-09;0;21.6;18.4;15.7;75.3;14.8;3.7;
2022-10-10;22;17;14.1;12.8;86.7;13;2;
2022-10-11;41.2;22.5;18;12.9;89.1;5;.6;
2022-10-12;3.4;25;20.4;17.4;82.2;9.4;1.8;
2022-10-13;0;24.8;20.3;18.1;79.6;6.7;1.2;
2022-10-14;18.6;21;19.2;19;88.6;13.8;2.7;
2022-10-15;12.6;23.5;18.8;16.4;84.7;10.9;1.8;
2022-10-16;20.2;22.2;19.3;18.1;91.1;5.4;.7;
2022-10-17;30;23.5;20.5;18.3;83.3;9.9;2;
2022-10-18;0;22.7;20.1;17.1;81.5;8.7;1.4;
2022-10-19;1.6;26.3;20.9;17.9;80.6;7;1.3;
2022-10-20;1.4;25.5;21.9;20;81;5.6;.9;
2022-10-21;0;29.6;23.2;20.8;75.8;10.3;2.1;
2022-10-22;3.4;24.2;20.6;16.7;77.8;10.4;2.6;
2022-10-23;0;26.1;21.2;17.4;73.3;11;1.6;
2022-10-24;24.4;23.4;20.4;18.2;76.3;9.4;2.6;
2022-10-25;0;25;20.7;16.3;71;8.4;1.9;
2022-10-26;0;26.9;22.2;17.9;71.3;11;2.1;
2022-10-27;0;29.1;23.5;20.1;72.2;10.8;2.2;
2022-10-28;0;30.4;24.1;18.5;64.3;10.6;1.1;
